StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Age,GenderIdentity,GenderIdentity_6_TEXT,RaceEthnicity,RaceEthnicity_8_TEXT,DisabilityStatus,Level,HighPotential,DevelopmentPrograms,InformalHighPotentia,Tenure,Leadership exper
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Location Latitude,Location Longitude,Distribution Channel,User Language,Q_RecaptchaScore,What is your current age in years? Please enter a whole number.,How do you describe yourself? - Selected Choice,How do you describe yourself? - Other (please specify) - Text,To which racial/ethnic identity do you most identify? - Selected Choice,To which racial/ethnic identity do you most identify? - Other (please specify) - Text,Do you have a disability? (Either a physical or cognitive disability),Please select the choice that most closely describes your level in your organization.,Have you been formally identified by your organization as a high potential employee.,"Do you participate in development program(s) designed to fast-track participants"" careers (e.g., job rotations, executive MBA program).",Have you been told informally by my organization that you are on an accelerated career path.,How many years have you worked for your current employer? Please enter a whole number.,How many years of leadership experience do you have? Please enter a whole number.
11/6/24 12:21,11/6/24 12:22,Survey Preview,,100,27,True,11/6/24 12:22,R_7IlWE6XAp3CnwdH,33.8693,-117.9296,preview,EN,1,21,,,,,,,,,,,
11/6/24 12:22,11/6/24 12:22,Survey Preview,,100,28,True,11/6/24 12:22,R_7QM7yQV6T9zB6eb,33.8693,-117.9296,preview,EN,1,,,,,,,,,,,,
11/6/24 16:11,11/6/24 16:12,IP Address,217.236.241.197,100,30,True,11/6/24 16:12,R_2D6oc4kYXaXjob1,48.767,9.1827,anonymous,EN,1,33,Male,,Asian / Indian / Southeast Asian,,No,Lower-level manager (supervise one or more employees),No,Yes,No,33,
11/6/24 17:02,11/6/24 17:03,IP Address,217.236.241.197,100,31,True,11/6/24 17:03,R_81BPjrSL439TGsX,48.767,9.1827,anonymous,EN,1,21,Male,,Asian / Indian / Southeast Asian,,No,Lower-level manager (supervise one or more employees),Yes,No,Yes,3,4
11/6/24 17:20,11/6/24 17:21,IP Address,70.23.91.76,100,59,True,11/6/24 17:21,R_6HJIWMfHrdgiWLT,40.6295,-74.0938,anonymous,EN,1,48,Female,,White / Caucasian / European (non-Hispanic),,No,Entry-level non-management / Individual contributor (do not supervise anyone),No,No,No,5,1
11/6/24 17:20,11/6/24 17:23,IP Address,73.184.103.26,100,144,True,11/6/24 17:23,R_5zBXNNYSPg73EqY,33.7173,-84.4783,anonymous,EN,1,60,Male,,American Indian / Alaska Native / Indigenous,,Yes,Senior/Executive,Yes,Yes,Yes,14,30
11/6/24 17:27,11/6/24 17:27,IP Address,5.151.106.201,100,39,True,11/6/24 17:27,R_2ptIHfhtoa6v22A,51.4866,-3.1549,anonymous,EN,1,21,Female,,Mixed / Multiple Identity,,No,Lower-level manager (supervise one or more employees),Yes,No,No,3,1
11/6/24 17:27,11/6/24 17:27,IP Address,81.79.178.41,100,50,True,11/6/24 17:28,R_2kNca6KniqSYuoQ,52.9994,-1.1318,anonymous,EN,1,45,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,10,6
11/6/24 17:26,11/6/24 17:28,IP Address,174.165.213.76,100,89,True,11/6/24 17:28,R_7gIbInSNvBld3Mk,47.626,-122.0404,anonymous,EN,1,53,Male,,White / Caucasian / European (non-Hispanic),,No,Senior/Executive,No,No,No,4,20
11/6/24 17:26,11/6/24 17:28,IP Address,148.252.156.177,100,77,True,11/6/24 17:28,R_2vztO13jajyWdXz,51.4964,-0.1224,anonymous,EN,1,36,Male,,White / Caucasian / European (non-Hispanic),,No,Senior/Executive,No,No,No,7,7
11/6/24 17:26,11/6/24 17:28,IP Address,174.228.234.18,100,77,True,11/6/24 17:28,R_5zf5l3WVuU9W4QP,39.884,-74.9721,anonymous,EN,1,22,Female,,White / Caucasian / European (non-Hispanic),,Yes,Senior/Executive,Yes,No,No,3,3
11/6/24 17:27,11/6/24 17:28,IP Address,66.170.219.75,100,62,True,11/6/24 17:28,R_7qX1cmXQrUqZwHw,31.3466,-94.8304,anonymous,EN,1,41,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,Yes,20,15
11/6/24 17:27,11/6/24 17:28,IP Address,80.229.8.46,100,61,True,11/6/24 17:28,R_8mwTAycMrwvTxQr,51.7385,-2.2194,anonymous,EN,1,54,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,No,Yes,2,7
11/6/24 17:27,11/6/24 17:28,IP Address,92.24.69.202,100,43,True,11/6/24 17:28,R_2uG0pkhQ5uAFDmF,52.5589,-2.1449,anonymous,EN,1,44,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,No,No,13,3
11/6/24 17:28,11/6/24 17:29,IP Address,90.242.171.187,100,52,True,11/6/24 17:29,R_8F4hiO64l2Dgzol,52.1915,-0.8986,anonymous,EN,1,22,Male,,Asian / Indian / Southeast Asian,,No,Lower-level manager (supervise one or more employees),Yes,No,No,2,1
11/6/24 17:27,11/6/24 17:30,IP Address,86.23.88.152,100,179,True,11/6/24 17:30,R_2ts9gRopkosaTV9,52.9875,-2.1803,anonymous,EN,1,54,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,No,2,12
11/6/24 17:29,11/6/24 17:30,IP Address,76.39.52.133,100,42,True,11/6/24 17:30,R_5TtJFhtxcWVccvm,21.4001,-158.016,anonymous,EN,1,24,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,Yes,2,1
11/6/24 17:29,11/6/24 17:30,IP Address,57.138.133.160,100,59,True,11/6/24 17:30,R_5S92MRPSV5VUq8l,35.4123,-99.425,anonymous,EN,1,33,Female,,White / Caucasian / European (non-Hispanic),,No,Entry-level non-management / Individual contributor (do not supervise anyone),No,No,No,6,0
11/6/24 17:29,11/6/24 17:30,IP Address,172.56.67.28,100,47,True,11/6/24 17:30,R_5LUQqSfc282oxyb,33.7838,-84.4455,anonymous,EN,1,42,Female,,Black / Caribbean / African / Afro Latin,,No,Mid-level,Yes,Yes,No,11,16
11/6/24 17:28,11/6/24 17:30,IP Address,151.229.9.174,100,128,True,11/6/24 17:30,R_8EZjVWtxG0MtKd8,52.1111,-0.4561,anonymous,EN,1,43,Male,,Black / Caribbean / African / Afro Latin,,No,Lower-level manager (supervise one or more employees),No,No,No,4,7
11/6/24 17:29,11/6/24 17:31,IP Address,188.28.189.40,100,70,True,11/6/24 17:31,R_8Ccxbt8dKoyu9SF,53.8109,-1.637,anonymous,EN,1,34,Male,,Asian / Indian / Southeast Asian,,No,Mid-level,Yes,Yes,Yes,3,2
11/6/24 17:30,11/6/24 17:31,IP Address,73.20.155.4,100,50,True,11/6/24 17:31,R_1KDCe6KoYnSUJJE,33.4734,-82.0111,anonymous,EN,1,48,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,Yes,2,1
11/6/24 17:30,11/6/24 17:31,IP Address,99.108.141.65,100,60,True,11/6/24 17:31,R_1L6aww8UMuImqaR,37.4152,-122.1224,anonymous,EN,1,60,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,Yes,Yes,7,10
11/6/24 17:33,11/6/24 17:34,IP Address,31.14.250.90,100,52,True,11/6/24 17:34,R_2rkM9b4qLPj9bgZ,51.5064,-0.02,anonymous,EN,1,33,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,Yes,5,7
11/6/24 17:33,11/6/24 17:34,IP Address,2.99.27.239,100,50,True,11/6/24 17:34,R_2r7dFJbdvegEki9,51.6056,0.0124,anonymous,EN,1,41,Female,,White / Caucasian / European (non-Hispanic),,No,Entry-level non-management / Individual contributor (do not supervise anyone),Yes,No,No,2,5
11/6/24 17:36,11/6/24 17:36,IP Address,90.209.131.8,100,45,True,11/6/24 17:36,R_8D6MLC5iVmDoe0F,50.8388,-0.777,anonymous,EN,1,21,Male,,White / Caucasian / European (non-Hispanic),,No,Senior/Executive,Yes,Yes,Yes,7,3
11/6/24 17:37,11/6/24 17:38,IP Address,67.235.207.30,100,76,True,11/6/24 17:38,R_1lILmaG1yK0rik9,28.9351,-81.9903,anonymous,EN,1,39,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,Yes,Yes,20,18
11/6/24 17:37,11/6/24 17:38,IP Address,104.243.6.6,100,51,True,11/6/24 17:38,R_6LAuIhTrJ8quXDv,28.9786,-96.6461,anonymous,EN,1,50,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,No,14,5
11/6/24 17:37,11/6/24 17:38,IP Address,67.140.201.87,100,80,True,11/6/24 17:38,R_19cHlJp429H9Ocp,34.3337,-83.499,anonymous,EN,1,51,Female,,White / Caucasian / European (non-Hispanic),,No,Senior/Executive,Yes,No,No,20,20
11/6/24 17:38,11/6/24 17:41,IP Address,69.224.113.112,100,168,True,11/6/24 17:41,R_3JORKWEvk7gQrsZ,31.1046,-91.2996,anonymous,EN,1,47,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,Yes,Yes,16,24
11/6/24 17:41,11/6/24 17:42,IP Address,92.8.137.11,100,54,True,11/6/24 17:42,R_8Ppris63P1lcT15,55.867,-4.2621,anonymous,EN,1,33,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,Yes,10,6
11/6/24 17:43,11/6/24 17:44,IP Address,173.49.32.186,100,94,True,11/6/24 17:44,R_1sX8OAENdWXi6DC,40.2104,-74.8278,anonymous,EN,1,42,Male,,White / Caucasian / European (non-Hispanic),,No,Entry-level non-management / Individual contributor (do not supervise anyone),No,Yes,No,10,5
11/6/24 17:46,11/6/24 17:47,IP Address,108.244.108.193,100,52,True,11/6/24 17:47,R_3m4rBFCMhEz6cvk,29.4187,-98.6882,anonymous,EN,1,32,Male,,"Hispanic / Latino/ Latinx, non-white",,Yes,Lower-level manager (supervise one or more employees),Yes,No,No,7,1
11/6/24 17:45,11/6/24 17:48,IP Address,82.132.238.37,100,144,True,11/6/24 17:48,R_2Iv1QZOVdQBHOMj,53.4994,-2.2433,anonymous,EN,1,29,Female,,Black / Caribbean / African / Afro Latin,,No,Lower-level manager (supervise one or more employees),Yes,Yes,No,2,1
11/6/24 17:44,11/6/24 17:48,IP Address,86.148.107.28,100,230,True,11/6/24 17:48,R_28o2lRlW6o26uYx,50.8429,-0.1158,anonymous,EN,1,27,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,2,2
11/6/24 17:49,11/6/24 17:50,IP Address,45.29.92.230,100,41,True,11/6/24 17:50,R_1dLeOJjEzd3xMlO,40.2116,-85.4273,anonymous,EN,1,58,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,16,3
11/6/24 17:58,11/6/24 18:01,IP Address,172.248.112.140,100,128,True,11/6/24 18:01,R_1DbkqPwFQUPlwoV,34.0282,-117.0372,anonymous,EN,1,45,Female,,Asian / Indian / Southeast Asian,,Yes,Senior/Executive,Yes,Yes,Yes,20,15
11/6/24 18:00,11/6/24 18:01,IP Address,135.131.155.56,100,55,True,11/6/24 18:01,R_7KORdPSUuio5yK4,44.5458,-88.1019,anonymous,EN,1,43,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,No,21,7
11/6/24 18:07,11/6/24 18:07,IP Address,70.229.205.87,100,56,True,11/6/24 18:07,R_348yBv3lK0dnYtp,35.1063,-89.941,anonymous,EN,0.8999999762,29,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,4,3
11/6/24 18:07,11/6/24 18:08,IP Address,82.37.125.53,100,70,True,11/6/24 18:08,R_8qPE1k8Ckr7Eg66,55.9552,-3.2,anonymous,EN,1,49,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,No,24,8
11/6/24 18:08,11/6/24 18:09,IP Address,99.118.208.123,100,38,True,11/6/24 18:09,R_5hkgIf0aK1Egd8d,34.0915,-118.1307,anonymous,EN,1,29,Male,,Asian / Indian / Southeast Asian,,No,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,7,4
11/6/24 18:09,11/6/24 18:10,IP Address,104.176.190.112,100,42,True,11/6/24 18:10,R_3BWzAFYI2wcD4WA,41.9898,-87.7623,anonymous,EN,1,36,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,10,2
11/6/24 18:10,11/6/24 18:12,IP Address,66.177.3.165,100,137,True,11/6/24 18:12,R_7Pr7X4JmcrdvveV,30.3007,-81.4421,anonymous,EN,1,39,Female,,White / Caucasian / European (non-Hispanic),,Yes,Mid-level,Yes,Yes,No,4,3
11/6/24 18:10,11/6/24 18:12,IP Address,45.46.199.47,100,118,True,11/6/24 18:12,R_74pZ2ecWUlxXbbz,43.0908,-77.4348,anonymous,EN,1,39,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,No,8,5
11/6/24 18:16,11/6/24 18:17,IP Address,24.211.244.193,100,76,True,11/6/24 18:17,R_1ifbrRBT4HzuC5P,35.7832,-78.4705,anonymous,EN,1,32,Female,,White / Caucasian / European (non-Hispanic),,Yes,Lower-level manager (supervise one or more employees),Yes,Yes,No,1,5
11/6/24 18:17,11/6/24 18:18,IP Address,2.25.95.137,100,44,True,11/6/24 18:18,R_8dz9l3bMMI9pBjJ,52.0861,-4.1812,anonymous,EN,1,59,Female,,White / Caucasian / European (non-Hispanic),,No,Senior/Executive,Yes,No,Yes,32,30
11/6/24 18:16,11/6/24 18:19,IP Address,80.189.80.226,100,179,True,11/6/24 18:19,R_23dza3p7R8MUFkv,54.4408,-0.8769,anonymous,EN,1,59,Female,,White / Caucasian / European (non-Hispanic),,Yes,Lower-level manager (supervise one or more employees),Yes,No,No,8,5
11/6/24 18:22,11/6/24 18:22,IP Address,82.36.178.197,100,36,True,11/6/24 18:22,R_8mm8BfY9hJYpL5c,53.4036,-2.7475,anonymous,EN,1,28,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,7,4
11/6/24 18:22,11/6/24 18:25,IP Address,86.13.119.64,100,130,True,11/6/24 18:25,R_2MumwNzk01O30oZ,51.3997,-0.2515,anonymous,EN,1,36,Male,,Asian / Indian / Southeast Asian,,No,Mid-level,Yes,Yes,Yes,4,3
11/6/24 18:34,11/6/24 18:35,IP Address,24.59.147.132,100,74,True,11/6/24 18:35,R_3aFEQOvgO6WUkCs,43.0418,-76.2238,anonymous,EN,1,40,Male,,White / Caucasian / European (non-Hispanic),,No,Senior/Executive,No,No,No,6,3
11/6/24 18:34,11/6/24 18:35,IP Address,92.40.185.136,100,61,True,11/6/24 18:35,R_2a8rADfWMHUt8YC,52.4064,-1.5082,anonymous,EN,1,46,Male,,White / Caucasian / European (non-Hispanic),,No,Entry-level non-management / Individual contributor (do not supervise anyone),No,No,No,8,1
11/6/24 18:38,11/6/24 18:40,IP Address,67.38.20.107,100,80,True,11/6/24 18:40,R_3zd9GGoonLEHE1w,40.0565,-86.0159,anonymous,EN,1,47,Male,,Asian / Indian / Southeast Asian,,No,Lower-level manager (supervise one or more employees),Yes,No,No,11,3
11/6/24 18:44,11/6/24 18:46,IP Address,92.31.63.184,100,95,True,11/6/24 18:46,R_8My7i10LQunCTyn,51.2604,-1.0825,anonymous,EN,1,38,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,Yes,Yes,9,8
11/6/24 18:46,11/6/24 18:47,IP Address,108.29.84.28,100,55,True,11/6/24 18:47,R_6GeJojnklmzhT0a,40.7341,-73.7962,anonymous,EN,1,43,Male,,Asian / Indian / Southeast Asian,,No,Senior/Executive,Yes,No,No,5,15
11/6/24 19:04,11/6/24 19:05,IP Address,67.82.231.98,100,59,True,11/6/24 19:05,R_5HiuXwGBbpSwEnq,40.8372,-74.5613,anonymous,EN,1,47,Male,,"Hispanic / Latino/ Latinx, non-white",,No,Mid-level,No,No,No,25,10
11/6/24 19:11,11/6/24 19:11,IP Address,100.8.77.196,100,44,True,11/6/24 19:11,R_7dT8ao4Z7rL2Rhy,40.7662,-74.0178,anonymous,EN,1,50,Male,,"Hispanic / Latino/ Latinx, non-white",,Yes,Senior/Executive,Yes,Yes,Yes,20,10
11/6/24 19:20,11/6/24 19:21,IP Address,75.43.52.38,100,56,True,11/6/24 19:21,R_1MEUM7w2PN5t2Dp,28.7935,-81.2868,anonymous,EN,1,48,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,Yes,Yes,20,4
11/6/24 19:30,11/6/24 19:31,IP Address,74.71.76.239,100,44,True,11/6/24 19:31,R_5b1R8XTANl0Dujg,40.781,-73.9501,anonymous,EN,1,32,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,8,3
11/6/24 19:30,11/6/24 19:31,IP Address,75.208.173.61,100,63,True,11/6/24 19:31,R_5q3QkBv9Di4GQNu,36.213,-86.3011,anonymous,EN,1,39,Female,,White / Caucasian / European (non-Hispanic),,No,Entry-level non-management / Individual contributor (do not supervise anyone),Yes,Yes,Yes,17,12
11/6/24 19:30,11/6/24 19:31,IP Address,75.219.99.252,100,60,True,11/6/24 19:31,R_7kB2bMua5Ps3m0S,41.2327,-96.1138,anonymous,EN,1,31,Female,,White / Caucasian / European (non-Hispanic),,No,Entry-level non-management / Individual contributor (do not supervise anyone),No,No,Yes,1,7
11/6/24 19:40,11/6/24 19:41,IP Address,96.29.232.84,100,60,True,11/6/24 19:41,R_5f9tXUsV0fpdT4U,38.7317,-82.9977,anonymous,EN,1,43,Male,,White / Caucasian / European (non-Hispanic),,Yes,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,13,6
11/6/24 19:40,11/6/24 19:41,IP Address,172.59.160.90,100,58,True,11/6/24 19:41,R_3peSxTUAyMjKPKF,37.3512,-121.8846,anonymous,EN,1,30,Male,,"Hispanic / Latino/ Latinx, non-white",,No,Lower-level manager (supervise one or more employees),Yes,Yes,No,5,2
11/6/24 19:54,11/6/24 19:54,IP Address,76.184.5.20,100,43,True,11/6/24 19:54,R_1CUG5QTFMnZpsE4,32.7816,-97.0828,anonymous,EN,1,24,Male,,"Hispanic / Latino/ Latinx, non-white",,No,Lower-level manager (supervise one or more employees),No,No,Yes,5,3
11/6/24 19:54,11/6/24 19:55,IP Address,73.212.172.241,100,38,True,11/6/24 19:55,R_1w6RLXlVsFNbelA,39.3407,-76.6753,anonymous,EN,1,43,Female,,Black / Caribbean / African / Afro Latin,,Yes,Mid-level,Yes,No,No,12,18
11/6/24 19:58,11/6/24 19:59,IP Address,98.46.109.156,100,52,True,11/6/24 19:59,R_3P4w5leX6UQL35l,41.85,-87.7165,anonymous,EN,1,32,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,Yes,7,4
11/6/24 19:58,11/6/24 19:59,IP Address,31.94.12.211,100,58,True,11/6/24 19:59,R_2JnnTZxRaR24t5c,51.5573,-0.2971,anonymous,EN,0.8999999762,41,Male,,Asian / Indian / Southeast Asian,,Yes,Senior/Executive,Yes,Yes,Yes,9,17
11/6/24 20:03,11/6/24 20:04,IP Address,174.96.22.92,100,81,True,11/6/24 20:04,R_7d2DULYgvEOXbKV,41.2896,-81.2117,anonymous,EN,1,36,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,5,4
11/6/24 20:11,11/6/24 20:12,IP Address,104.187.98.213,100,83,True,11/6/24 20:12,R_3sTouMpL4zy6N88,30.1294,-95.4238,anonymous,EN,1,38,Male,,"Hispanic / Latino/ Latinx, non-white",,Yes,Lower-level manager (supervise one or more employees),No,No,No,5,7
11/6/24 20:15,11/6/24 20:16,IP Address,172.56.72.141,100,115,True,11/6/24 20:16,R_3Q4RLtnVH3iJELy,28.5177,-81.4508,anonymous,EN,1,48,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,Yes,Yes,6,14
11/6/24 20:17,11/6/24 20:18,IP Address,107.122.229.74,100,51,True,11/6/24 20:18,R_5DRN1IDWjVc5RmO,36.1058,-95.8472,anonymous,EN,1,38,Female,,White / Caucasian / European (non-Hispanic),,Yes,Senior/Executive,Yes,No,Yes,3,16
11/6/24 20:23,11/6/24 20:24,IP Address,150.143.236.254,100,87,True,11/6/24 20:24,R_8P6qiWPUw2xSo4a,51.3577,1.0638,anonymous,EN,1,60,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,Yes,Yes,14,35
11/6/24 20:28,11/6/24 20:29,IP Address,174.63.95.143,100,43,True,11/6/24 20:29,R_32QWMgPQ5bOex8z,38.8054,-104.7408,anonymous,EN,1,30,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,Yes,No,6,8
11/6/24 20:29,11/6/24 20:31,IP Address,76.200.95.3,100,123,True,11/6/24 20:31,R_3kFhJBu8zJAI7Ep,36.5246,-87.3465,anonymous,EN,1,45,Female,,Black / Caribbean / African / Afro Latin,,No,Entry-level non-management / Individual contributor (do not supervise anyone),Yes,Yes,Yes,10,6
11/6/24 20:48,11/6/24 20:52,IP Address,96.227.218.204,100,271,True,11/6/24 20:52,R_5qwkSH8y44PJCoR,39.7007,-75.7419,anonymous,EN,1,25,Other (please specify),Agender,White / Caucasian / European (non-Hispanic),,Yes,Entry-level non-management / Individual contributor (do not supervise anyone),No,No,No,1,0
11/6/24 20:52,11/6/24 20:58,IP Address,174.211.230.126,100,399,True,11/6/24 20:59,R_1rmJKwfSHA7XcTT,28.6225,-81.4317,anonymous,EN,1,37,Male,,"Hispanic / Latino/ Latinx, non-white",,No,Senior/Executive,Yes,Yes,Yes,16,10
11/6/24 20:59,11/6/24 21:00,IP Address,172.248.197.68,100,56,True,11/6/24 21:00,R_7P1M6uwyhcVpmW1,33.5631,-117.2738,anonymous,EN,1,60,Male,,White / Caucasian / European (non-Hispanic),,No,Senior/Executive,No,No,No,24,36
11/6/24 21:00,11/6/24 21:01,IP Address,185.100.169.226,100,101,True,11/6/24 21:01,R_8V28buBbCOJee3d,51.5074,-0.1196,anonymous,EN,1,62,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,Yes,Yes,25,10
11/6/24 21:08,11/6/24 21:08,IP Address,97.101.153.209,100,45,True,11/6/24 21:08,R_5fTR1lKIXG8v10Y,28.3758,-81.1824,anonymous,EN,1,35,Male,,Asian / Indian / Southeast Asian,,No,Lower-level manager (supervise one or more employees),Yes,No,No,2,1
11/6/24 21:33,11/6/24 21:33,IP Address,47.187.50.142,100,47,True,11/6/24 21:33,R_3OZpXGl6juyOtoh,32.8489,-96.9667,anonymous,EN,1,38,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,Yes,Yes,14,5
11/6/24 21:34,11/6/24 21:35,IP Address,77.98.131.87,100,76,True,11/6/24 21:35,R_2GHSB92F0sKlQQA,52.4064,-1.5082,anonymous,EN,1,49,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,15,20
