StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Age,GenderIdentity,GenderIdentity_6_TEXT,RaceEthnicity,RaceEthnicity_8_TEXT,DisabilityStatus,Level,HighPotential,DevelopmentPrograms,InformalHighPotentia,Tenure,Leadership exper
11/6/24 21:53,11/6/24 21:54,IP Address,172.56.194.182,100,72,True,11/6/24 21:54,R_3Hl3yWYQcOqiWbL,42.2904,-71.0712,anonymous,EN,1,42,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,No,No,11,6
11/6/24 21:56,11/6/24 21:57,IP Address,86.19.108.102,100,52,True,11/6/24 21:57,R_2cA4vdlLuJKsMv9,53.5621,-0.0808,anonymous,EN,1,31,Female,,White / Caucasian / European (non-Hispanic),,Yes,Lower-level manager (supervise one or more employees),No,No,No,8,5
11/6/24 22:04,11/6/24 22:05,IP Address,92.40.217.187,100,55,True,11/6/24 22:05,R_2TLBT29jvAmNUjl,52.4867,-1.8989,anonymous,EN,0.8999999762,29,Male,,White / Caucasian / European (non-Hispanic),,Yes,Lower-level manager (supervise one or more employees),No,No,No,3,5
11/6/24 22:06,11/6/24 22:06,IP Address,50.125.95.154,100,44,True,11/6/24 22:06,R_5ryuYaTWy5VjCcV,47.8022,-122.286,anonymous,EN,1,44,Male,,Asian / Indian / Southeast Asian,,No,Lower-level manager (supervise one or more employees),Yes,No,Yes,18,10
11/6/24 22:10,11/6/24 22:11,IP Address,138.250.188.85,100,59,True,11/6/24 22:11,R_2BHwZIPsBTrLGyl,52.1043,-0.5498,anonymous,EN,1,28,Female,,Black / Caribbean / African / Afro Latin,,No,Mid-level,Yes,No,Yes,3,2
11/6/24 22:15,11/6/24 22:17,IP Address,176.26.140.85,100,85,True,11/6/24 22:17,R_2maW8xiBkUjYsjQ,51.6515,-0.2027,anonymous,EN,1,41,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,No,No,7,12
11/6/24 22:17,11/6/24 22:18,IP Address,172.114.169.103,100,106,True,11/6/24 22:19,R_7mysP9neLrQxnrj,33.8697,-118.3693,anonymous,EN,1,53,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,Yes,18,14
11/6/24 22:19,11/6/24 22:21,IP Address,85.255.235.64,100,143,True,11/6/24 22:21,R_2X2WXZ76MrOikgN,51.4964,-0.1224,anonymous,EN,1,21,Male,,White / Caucasian / European (non-Hispanic),,Yes,Entry-level non-management / Individual contributor (do not supervise anyone),Yes,Yes,Yes,4,4
11/6/24 22:23,11/6/24 22:24,IP Address,146.200.209.159,100,65,True,11/6/24 22:24,R_8rOqgjFnkplJjSs,52.4038,0.2263,anonymous,EN,1,52,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,10,4
11/6/24 22:23,11/6/24 22:24,IP Address,86.14.39.247,100,42,True,11/6/24 22:24,R_2azuPjMltYEbNt6,51.3997,-0.2515,anonymous,EN,1,30,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,Yes,7,1
11/6/24 22:33,11/6/24 22:39,IP Address,31.94.13.20,100,402,True,11/6/24 22:39,R_8n7WqmBJ53u7fqI,51.5573,-0.2971,anonymous,EN,0.8999999762,58,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,6,6
11/6/24 22:53,11/6/24 22:53,IP Address,212.159.106.248,100,45,True,11/6/24 22:53,R_8C3FostpJ9SS5VT,51.9551,-0.916,anonymous,EN,1,38,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,Yes,No,8,8
11/6/24 22:54,11/6/24 22:56,IP Address,172.58.164.148,100,116,True,11/6/24 22:56,R_3fHYyVc27Se0LRV,41.946,-87.7033,anonymous,EN,0.6000000238,31,Male,,Black / Caribbean / African / Afro Latin,,No,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,2,1
11/6/24 22:59,11/6/24 23:00,IP Address,81.159.246.213,100,55,True,11/6/24 23:00,R_8wzW1GIVFc9moBr,51.3926,1.4046,anonymous,EN,1,42,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,6,15
11/6/24 22:59,11/6/24 23:00,IP Address,75.204.94.165,100,64,True,11/6/24 23:00,R_3fDXKWy45DHWPUE,33.5065,-112.0664,anonymous,EN,1,38,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,No,2,2
11/6/24 23:05,11/6/24 23:06,IP Address,77.96.194.143,100,61,True,11/6/24 23:06,R_2nw2IG41xXbMgG2,51.8659,-2.2059,anonymous,EN,1,35,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,No,5,10
11/6/24 23:06,11/6/24 23:08,IP Address,86.189.167.115,100,81,True,11/6/24 23:08,R_2wBLcPNTljxLRTq,53.3933,-2.1336,anonymous,EN,1,43,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,Yes,3,11
11/6/24 23:14,11/6/24 23:14,IP Address,92.40.180.159,100,44,True,11/6/24 23:14,R_8qKEbX8EraNtA6o,53.5328,-2.2794,anonymous,EN,1,46,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,15,5
11/6/24 23:14,11/6/24 23:15,IP Address,80.46.219.200,100,68,True,11/6/24 23:15,R_8hmktpFc6vF4Fsl,53.2068,-2.9886,anonymous,EN,1,38,Male,,Black / Caribbean / African / Afro Latin,,No,Senior/Executive,Yes,Yes,No,2,5
11/6/24 23:15,11/6/24 23:16,IP Address,81.179.204.52,100,76,True,11/6/24 23:16,R_8OwaELvV2JT7QPP,53.5382,-1.0585,anonymous,EN,1,26,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,Yes,7,3
11/6/24 23:15,11/6/24 23:16,IP Address,51.14.94.252,100,58,True,11/6/24 23:16,R_85LRnjmNeMbCRss,51.4914,0.1007,anonymous,EN,1,53,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,No,35,18
11/6/24 23:17,11/6/24 23:17,IP Address,86.176.31.89,100,41,True,11/6/24 23:17,R_2hQYMpjYdpKGMX2,51.9045,-0.1984,anonymous,EN,1,36,Male,,White / Caucasian / European (non-Hispanic),,No,Senior/Executive,Yes,No,No,2,12
11/6/24 23:16,11/6/24 23:18,IP Address,2.220.126.39,100,70,True,11/6/24 23:18,R_8jUtr4OIBjjnC7h,55.8473,-4.1825,anonymous,EN,,28,Male,,White / Caucasian / European (non-Hispanic),,No,Senior/Executive,Yes,Yes,Yes,2,2
11/6/24 23:21,11/6/24 23:21,IP Address,31.94.14.43,100,39,True,11/6/24 23:21,R_8K2wFetZdgq2YC6,52.1283,-0.4839,anonymous,EN,1,40,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,Yes,Yes,2,7
11/6/24 23:19,11/6/24 23:21,IP Address,83.67.219.221,100,123,True,11/6/24 23:21,R_8eCNLHk5aiPx8iT,50.8345,-0.186,anonymous,EN,1,45,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,No,18,6
11/6/24 23:25,11/6/24 23:27,IP Address,89.240.0.153,100,126,True,11/6/24 23:27,R_2DBGreh15mBUQOm,51.418,-0.1752,anonymous,EN,1,30,Male,,Black / Caribbean / African / Afro Latin,,No,Mid-level,Yes,Yes,Yes,6,3
11/6/24 23:29,11/6/24 23:30,IP Address,90.242.43.68,100,41,True,11/6/24 23:30,R_2as5jLmpGwRTkS2,51.3414,-1.1149,anonymous,EN,1,32,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,No,No,7,5
11/6/24 23:28,11/6/24 23:30,IP Address,89.240.0.153,100,120,True,11/6/24 23:30,R_8xPeF48JXjYRXAw,51.418,-0.1752,anonymous,EN,,64,Male,,Black / Caribbean / African / Afro Latin,,No,Mid-level,Yes,Yes,Yes,7,5
11/6/24 23:33,11/6/24 23:34,IP Address,86.16.58.156,100,69,True,11/6/24 23:34,R_2LUPwQQxf1wIvMp,51.5213,-0.2715,anonymous,EN,1,27,Female,,Asian / Indian / Southeast Asian,,No,Lower-level manager (supervise one or more employees),No,No,No,2,1
11/6/24 23:41,11/6/24 23:42,IP Address,31.55.70.35,100,59,True,11/6/24 23:42,R_8gkFsvNE9fJ7JCK,51.529,-0.06,anonymous,EN,0.6000000238,29,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,Yes,2,2
11/6/24 23:48,11/6/24 23:49,IP Address,82.33.61.148,100,65,True,11/6/24 23:49,R_2CjJbRdkQtvfeud,52.4099,-1.8141,anonymous,EN,1,32,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,No,Yes,8,3
11/6/24 23:50,11/6/24 23:51,IP Address,193.164.20.149,100,84,True,11/6/24 23:51,R_2lxII09c8XTxvJD,51.5348,0.0418,anonymous,EN,1,40,Female,,Mixed / Multiple Identity,,No,Lower-level manager (supervise one or more employees),No,No,No,8,4
11/6/24 23:52,11/6/24 23:54,IP Address,81.168.14.33,100,108,True,11/6/24 23:54,R_8pJxgZyDBVmgYzI,51.4964,-0.1224,anonymous,EN,1,47,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,Yes,17,6
11/6/24 23:55,11/6/24 23:55,IP Address,2.102.241.109,100,38,True,11/6/24 23:55,R_2PXDB2PGaGtSBbd,54.8859,-2.9148,anonymous,EN,1,41,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,No,10,10
11/6/24 23:58,11/6/24 23:59,IP Address,194.207.237.83,100,71,True,11/6/24 23:59,R_8P5luETVlBamLI6,53.7606,-0.3734,anonymous,EN,1,29,Female,,White / Caucasian / European (non-Hispanic),,No,Entry-level non-management / Individual contributor (do not supervise anyone),No,No,No,6,1
11/6/24 23:58,11/6/24 23:59,IP Address,81.149.146.74,100,64,True,11/6/24 23:59,R_2p5NDvxNGJ0L3eV,51.7382,-1.5997,anonymous,EN,1,64,Female,,White / Caucasian / European (non-Hispanic),,No,Senior/Executive,No,No,No,17,30
11/6/24 23:59,11/7/24 0:00,IP Address,86.176.28.176,100,58,True,11/7/24 0:00,R_2qaZuj0lsA4FNLG,52.6264,0.7201,anonymous,EN,0.8999999762,59,Male,,White / Caucasian / European (non-Hispanic),,Yes,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,23,6
11/6/24 23:57,11/7/24 0:03,IP Address,166.169.66.156,100,331,True,11/7/24 0:03,R_1MB5O5z42QPjuPD,28.6344,-81.6221,anonymous,EN,1,41,Male,,Black / Caribbean / African / Afro Latin,,No,Mid-level,Yes,Yes,Yes,8,12
11/7/24 0:03,11/7/24 0:04,IP Address,92.31.137.43,100,87,True,11/7/24 0:04,R_2SDBIj3ZRMaoxPt,51.4932,0.3411,anonymous,EN,1,44,Male,,Asian / Indian / Southeast Asian,,No,Lower-level manager (supervise one or more employees),Yes,No,No,8,5
11/7/24 0:01,11/7/24 0:06,IP Address,94.10.16.166,100,266,True,11/7/24 0:06,R_8Pbf5Ui7ekLBaBH,55.8995,-3.5237,anonymous,EN,1,40,Female,,Asian / Indian / Southeast Asian,,No,Lower-level manager (supervise one or more employees),No,No,No,2,7
11/7/24 0:06,11/7/24 0:07,IP Address,86.183.96.82,100,67,True,11/7/24 0:07,R_2Myg5DcMmWQpfAw,51.4866,-3.1549,anonymous,EN,1,29,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,2,2
11/7/24 0:07,11/7/24 0:07,IP Address,81.132.99.166,100,44,True,11/7/24 0:07,R_2BmTfIf7s2th7JW,54.3333,-7.8,anonymous,EN,1,43,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,No,10,10
11/7/24 0:11,11/7/24 0:13,IP Address,90.214.24.37,100,106,True,11/7/24 0:13,R_8MQYg0TdN9KLLkn,55.867,-4.2621,anonymous,EN,1,25,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,No,2,1
11/7/24 0:13,11/7/24 0:14,IP Address,89.22.199.16,100,53,True,11/7/24 0:14,R_2V3fiyltyZtuJrR,52.2265,-2.2246,anonymous,EN,1,37,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,No,10,0
11/7/24 0:13,11/7/24 0:14,IP Address,94.9.250.90,100,72,True,11/7/24 0:14,R_2kuAEz7JyhM6LtN,53.8258,-1.5205,anonymous,EN,0.8999999762,51,Male,,Mixed / Multiple Identity,,Yes,Mid-level,Yes,Yes,Yes,19,13
11/7/24 0:20,11/7/24 0:21,IP Address,77.101.0.176,100,83,True,11/7/24 0:21,R_2CEBlSwB7yumKxM,53.7095,-1.4993,anonymous,EN,1,39,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,7,9
11/7/24 0:20,11/7/24 0:22,IP Address,86.159.243.236,100,127,True,11/7/24 0:22,R_2OMOFUTdMuuzVI2,51.5591,-0.2283,anonymous,EN,1,42,Male,,Asian / Indian / Southeast Asian,,No,Lower-level manager (supervise one or more employees),No,No,No,6,3
11/7/24 0:25,11/7/24 0:26,IP Address,82.2.149.15,100,78,True,11/7/24 0:26,R_2GlgDcktA76pisO,52.2466,-0.8633,anonymous,EN,1,25,Male,,Black / Caribbean / African / Afro Latin,,No,Mid-level,No,No,No,3,2
11/7/24 0:27,11/7/24 0:28,IP Address,152.37.91.238,100,59,True,11/7/24 0:28,R_8EnXXqabYmXdLPX,51.5064,-0.02,anonymous,EN,1,38,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,6,3
11/7/24 0:32,11/7/24 0:33,IP Address,83.106.158.49,100,66,True,11/7/24 0:33,R_8CCxBrIr6JBj97w,51.5181,0.194,anonymous,EN,1,31,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,No,No,10,3
11/7/24 0:33,11/7/24 0:34,IP Address,147.161.144.126,100,46,True,11/7/24 0:34,R_8GfVyENymK84soy,51.5074,-0.1196,anonymous,EN,1,52,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,12,6
11/7/24 0:34,11/7/24 0:35,IP Address,149.102.45.222,100,45,True,11/7/24 0:35,R_8N47gdM0E4FV8Uu,51.9729,-2.906,anonymous,EN,1,36,Male,,White / Caucasian / European (non-Hispanic),,No,Senior/Executive,Yes,Yes,Yes,6,6
11/7/24 0:36,11/7/24 0:37,IP Address,72.240.209.94,100,75,True,11/7/24 0:37,R_3DvhXLTVBhNuFkR,41.703,-83.571,anonymous,EN,1,33,Female,,Other (please specify),Biracial,No,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,1,10
11/7/24 0:36,11/7/24 0:37,IP Address,80.44.20.77,100,53,True,11/7/24 0:37,R_8OBrLaAXyTXWguD,51.6011,-3.2744,anonymous,EN,1,39,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,2,5
11/7/24 0:41,11/7/24 0:42,IP Address,94.1.188.98,100,55,True,11/7/24 0:42,R_8Hjmm8xpcTFg3sv,52.3236,-2.0525,anonymous,EN,1,41,Female,,Asian / Indian / Southeast Asian,,Yes,Lower-level manager (supervise one or more employees),No,No,No,3,5
11/7/24 0:50,11/7/24 0:51,IP Address,90.242.204.131,100,55,True,11/7/24 0:51,R_25A5Asj7VqHZOCt,55.8857,-4.151,anonymous,EN,1,42,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,Yes,16,8
11/7/24 0:52,11/7/24 0:54,IP Address,77.103.248.45,100,118,True,11/7/24 0:54,R_2pnzcUCvrwMGDQA,55.945,-3.7459,anonymous,EN,1,64,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,No,22,35
11/7/24 0:56,11/7/24 0:58,IP Address,31.94.11.31,100,94,True,11/7/24 0:58,R_8TIeEggHAYw5Ei9,52.4918,-1.8598,anonymous,EN,1,34,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,2,3
11/7/24 0:57,11/7/24 0:58,IP Address,90.198.138.231,100,80,True,11/7/24 0:58,R_2G7IPEatH2txb8h,54.5396,-5.975,anonymous,EN,1,26,Female,,White / Caucasian / European (non-Hispanic),,Yes,Lower-level manager (supervise one or more employees),Yes,No,No,3,3
11/7/24 0:58,11/7/24 0:59,IP Address,82.6.199.71,100,49,True,11/7/24 0:59,R_8JRAb44az9yDDa2,51.24,-0.0973,anonymous,EN,1,48,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,No,No,24,3
11/7/24 1:00,11/7/24 1:00,IP Address,195.89.82.179,100,44,True,11/7/24 1:01,R_89v6Oex68YZyJOE,51.4169,-0.2777,anonymous,EN,1,37,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,No,2,5
11/7/24 1:02,11/7/24 1:03,IP Address,5.67.5.235,100,59,True,11/7/24 1:03,R_8ZOBu99zmpVu75j,50.506,-3.6101,anonymous,EN,1,39,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,Yes,7,10
11/7/24 1:04,11/7/24 1:05,IP Address,149.50.3.1,100,42,True,11/7/24 1:05,R_8dMGyAYygiKJM2e,53.0477,-2.378,anonymous,EN,1,44,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,No,No,17,13
11/7/24 1:05,11/7/24 1:07,IP Address,81.147.11.97,100,81,True,11/7/24 1:07,R_8dYYwIU5WJwpvNZ,51.418,-0.1752,anonymous,EN,1,36,Male,,Mixed / Multiple Identity,,No,Mid-level,Yes,Yes,Yes,3,10
11/7/24 1:09,11/7/24 1:10,IP Address,31.51.193.54,100,59,True,11/7/24 1:10,R_2GwwJcsOhY81Z23,50.4163,-5.0768,anonymous,EN,1,59,Female,,White / Caucasian / European (non-Hispanic),,No,Entry-level non-management / Individual contributor (do not supervise anyone),Yes,No,No,6,3
11/7/24 1:15,11/7/24 1:17,IP Address,176.253.163.41,100,103,True,11/7/24 1:17,R_8DY8Tm6sN6gwTWF,52.9595,-0.3887,anonymous,EN,1,29,Female,,Black / Caribbean / African / Afro Latin,,No,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,2,1
11/7/24 1:21,11/7/24 1:23,IP Address,86.9.170.161,100,86,True,11/7/24 1:23,R_2imnMTHy1whzXbf,51.6041,-0.1682,anonymous,EN,1,43,Female,,Asian / Indian / Southeast Asian,,No,Mid-level,Yes,No,No,1,1
11/7/24 1:31,11/7/24 1:32,IP Address,85.255.232.137,100,80,True,11/7/24 1:32,R_2GvqfiUORLCwY3N,51.4964,-0.1224,anonymous,EN,0.6000000238,31,Female,,White / Caucasian / European (non-Hispanic),,Yes,Entry-level non-management / Individual contributor (do not supervise anyone),No,No,No,3,2
11/7/24 1:37,11/7/24 1:38,IP Address,86.6.95.190,100,91,True,11/7/24 1:38,R_81zRj2Ay03V3Fbk,50.3601,-4.1423,anonymous,EN,1,32,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,7,5
11/7/24 1:41,11/7/24 1:43,IP Address,90.247.133.243,100,94,True,11/7/24 1:43,R_8hkCNZ278OnzyuJ,55.9632,-3.2546,anonymous,EN,1,36,Female,,Asian / Indian / Southeast Asian,,No,Mid-level,Yes,Yes,No,2,6
11/7/24 1:48,11/7/24 1:48,IP Address,31.121.67.68,100,44,True,11/7/24 1:48,R_8gOb3NAkHKPHUbE,54.6471,-7.2127,anonymous,EN,1,26,Female,,Asian / Indian / Southeast Asian,,No,Lower-level manager (supervise one or more employees),No,No,No,3,1
11/7/24 1:48,11/7/24 1:52,IP Address,212.116.254.210,100,228,True,11/7/24 1:52,R_7teWyP1jPU8r2pN,39.0469,-77.4903,anonymous,EN,1,58,Male,,Black / Caribbean / African / Afro Latin,,No,Mid-level,Yes,No,No,7,8
11/7/24 2:00,11/7/24 2:01,IP Address,92.20.253.54,100,44,True,11/7/24 2:01,R_8aQd42bZylY1Off,51.4863,0.1822,anonymous,EN,1,25,Female,,Mixed / Multiple Identity,,No,Lower-level manager (supervise one or more employees),Yes,No,Yes,3,2
11/7/24 2:07,11/7/24 2:08,IP Address,90.198.228.81,100,101,True,11/7/24 2:08,R_8g5SUjfLy9tKTWw,54.5396,-5.975,anonymous,EN,1,42,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,No,No,15,10
11/7/24 2:11,11/7/24 2:12,IP Address,86.162.108.64,100,51,True,11/7/24 2:12,R_2FIDV7KE6aiigNV,53.5676,-1.584,anonymous,EN,1,39,Male,,White / Caucasian / European (non-Hispanic),,No,Mid-level,Yes,No,No,9,3
11/7/24 2:11,11/7/24 2:12,IP Address,2.120.93.231,100,68,True,11/7/24 2:12,R_82Pw23ol6xzFjpK,53.7881,-1.6008,anonymous,EN,1,52,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,No,No,8,25
11/7/24 2:12,11/7/24 2:13,IP Address,31.94.28.193,100,52,True,11/7/24 2:13,R_8AFF4jISRqOJaOi,53.4702,-2.2305,anonymous,EN,1,47,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,Yes,No,10,5
11/7/24 2:12,11/7/24 2:13,IP Address,86.1.99.142,100,48,True,11/7/24 2:13,R_8idclVQNLMOYPSN,51.4643,-0.0119,anonymous,EN,1,33,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,13,4
11/7/24 2:16,11/7/24 2:17,IP Address,68.39.64.155,100,60,True,11/7/24 2:17,R_5YUq2r4TeqPr0mB,39.8487,-86.3782,anonymous,EN,1,51,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,Yes,1,36
11/7/24 2:21,11/7/24 2:23,IP Address,86.30.217.174,100,93,True,11/7/24 2:23,R_2EafBd7pYSmh4K0,51.4416,0.1447,anonymous,EN,1,56,Female,,White / Caucasian / European (non-Hispanic),,No,Mid-level,No,Yes,No,18,16
11/7/24 2:22,11/7/24 2:24,IP Address,51.146.71.34,100,103,True,11/7/24 2:24,R_8T30lbgrgvc3fNL,55.9133,-3.0129,anonymous,EN,1,47,Male,,White / Caucasian / European (non-Hispanic),,No,Senior/Executive,Yes,Yes,Yes,9,11
11/7/24 2:28,11/7/24 2:30,IP Address,90.243.102.209,100,134,True,11/7/24 2:30,R_2uQ2mMW8H1lWQj7,53.4474,-2.3808,anonymous,EN,1,57,Male,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,18,11
11/7/24 2:31,11/7/24 2:32,IP Address,136.226.166.183,100,61,True,11/7/24 2:32,R_894leZ2xcR01pQO,51.5074,-0.1196,anonymous,EN,1,27,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),No,No,No,2,2
11/7/24 2:37,11/7/24 2:38,IP Address,195.162.107.183,100,44,True,11/7/24 2:38,R_8N2PemD62OMn0wh,51.3878,-0.2945,anonymous,EN,1,28,Female,,White / Caucasian / European (non-Hispanic),,No,Lower-level manager (supervise one or more employees),Yes,No,Yes,7,4
11/7/24 2:41,11/7/24 2:42,IP Address,62.164.250.133,100,58,True,11/7/24 2:42,R_3PzcAWJAmoOIPGg,37.751,-97.822,anonymous,EN,1,21,Male,,Black / Caribbean / African / Afro Latin,,No,Lower-level manager (supervise one or more employees),Yes,Yes,Yes,3,2
11/7/24 2:42,11/7/24 2:43,IP Address,77.96.202.16,100,57,True,11/7/24 2:43,R_2dDLvs5qP1mgWTz,51.8686,-2.2446,anonymous,EN,1,46,Male,,White / Caucasian / European (non-Hispanic),,No,Senior/Executive,No,No,No,6,13
